SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1175.00,1396.70,1175.00,1315.05,1315.05,1163.95,23489,196305,253437202.00,
500003,AEGIS LOGIS ,B ,Q,464.40,478.10,459.90,465.20,465.20,461.40,7499,16519,7739906.00,
500008,AMAR RAJA BA,A ,Q,763.10,767.30,735.55,741.20,741.20,757.20,2798,38091,28458627.00,
500009,A.SARABHAI  ,B ,Q,4.89,4.89,4.51,4.68,4.63,4.66,79,11926,55571.00,
500010,HDFC        ,A ,Q,1114.45,1115.00,1090.20,1111.45,1111.45,1104.20,3669,47601,52495575.00,
500012,ANDHRA PETRO,B ,Q,9.08,9.35,9.01,9.10,9.09,9.08,156,41490,382728.00,
500013,ANSAL INFRAS,B ,Q,30.85,30.95,30.15,30.50,30.20,30.45,209,12207,373276.00,
500014,APPLE FINANC,B ,Q,2.93,3.17,2.93,2.99,2.98,3.11,71,32456,99596.00,
500020,BOM DYEING  ,B ,Q,70.60,76.15,70.55,74.80,74.80,70.75,17733,1920033,142128828.00,
500023,ASIANHOTNR  ,B ,Q,132.30,139.45,130.00,136.05,136.00,135.00,88,5432,728487.00,
500024,ASSAMCO     ,B ,Q,4.65,4.65,4.50,4.58,4.58,4.58,336,263478,1212510.00,
500027,ATUL LTD.   ,A ,Q,1264.00,1279.00,1245.00,1258.80,1253.00,1250.05,1348,8595,10806394.00,
500028,ATV PROJECTS,T ,Q,3.37,3.70,3.36,3.69,3.69,3.53,82,18475,63632.00,
500029,AUTOLITE(I) ,B ,Q,37.75,37.80,36.50,37.50,37.40,37.10,23,1014,37904.00,
500030,AUTORID.FIN ,B ,Q,0.81,0.82,0.81,0.81,0.81,0.85,29,27157,22087.00,
500031,BAJAJ ELECT.,A ,Q,221.00,226.00,217.45,218.45,218.45,220.65,6159,182287,40411776.00,
500032,BAJAJHIND.LT,B ,Q,20.60,20.95,20.25,20.35,20.35,20.45,1834,486210,9985520.00,
500033,FORCE MOTR  ,B ,Q,1330.00,1338.80,1279.75,1287.10,1287.10,1319.55,10332,160320,209033939.00,
500034,BAJFINANCE  ,A ,Q,3117.50,3150.00,3070.00,3120.85,3120.85,3097.10,713,2102,6526196.00,
500038,BALRAM.CHINI,A ,Q,57.60,57.65,56.20,56.80,56.80,56.80,1851,185781,10596100.00,
500039,BANCO PROD. ,B ,Q,171.50,171.50,167.05,169.45,169.45,169.75,636,16650,2813364.00,
500040,CENTURY TEXT,A ,Q,555.00,566.80,545.40,562.35,562.35,553.10,4329,134238,74843410.00,
500041,BANNARI AMAN,B ,Q,1250.00,1270.00,1231.00,1270.00,1270.00,1248.20,14,26,32422.00,
500042,BASF INDIA  ,B ,Q,1310.00,1345.00,1289.80,1332.35,1332.35,1292.15,2126,13026,17206676.00,
500043,BATA INDIA  ,A ,Q,1320.00,1335.00,1299.35,1326.75,1326.75,1311.20,1896,15224,20053153.00,
500048,BEML LTD    ,A ,Q,795.00,867.75,772.00,831.50,831.50,789.45,43289,661641,550186237.00,
500049,BHARAT ELECT,A ,Q,2660.00,2975.00,2630.20,2929.70,2929.70,2630.30,28944,149597,428007488.00,
