SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1126.15,1174.45,1126.15,1163.95,1163.95,1126.15,3690,30099,34859482.00,
500003,AEGIS LOGIS ,B ,Q,454.05,465.00,454.05,461.40,461.40,452.20,1568,9899,4554611.00,
500008,AMAR RAJA BA,A ,Q,734.95,759.00,734.95,757.20,757.20,727.75,2371,35602,26768762.00,
500009,A.SARABHAI  ,B ,Q,5.13,5.13,4.66,4.66,4.67,4.90,103,32527,154830.00,
500010,HDFC        ,A ,Q,1135.00,1135.00,1100.25,1104.20,1104.20,1124.75,5681,81593,90554629.00,
500012,ANDHRA PETRO,B ,Q,8.70,9.33,8.70,9.08,9.02,8.84,248,65516,600704.00,
500013,ANSAL INFRAS,B ,Q,30.00,30.80,29.90,30.45,30.45,29.90,168,12444,375886.00,
500014,APPLE FINANC,B ,Q,2.96,3.25,2.90,3.11,2.90,2.97,76,26502,80325.00,
500020,BOM DYEING  ,B ,Q,70.00,72.10,70.00,70.75,70.75,69.95,7865,784459,55775072.00,
500023,ASIANHOTNR  ,B ,Q,129.90,141.90,126.10,135.00,135.00,126.65,168,3992,540873.00,
500024,ASSAMCO     ,B ,Q,4.42,4.63,4.42,4.58,4.56,4.44,495,272632,1244346.00,
500027,ATUL LTD.   ,A ,Q,1269.00,1281.35,1232.70,1250.05,1257.70,1261.95,971,36856,46082703.00,
500028,ATV PROJECTS,T ,Q,3.53,3.80,3.53,3.53,3.53,3.71,54,11702,41308.00,
500029,AUTOLITE(I) ,B ,Q,37.15,41.95,36.05,37.10,36.60,36.40,89,2269,86166.00,
500030,AUTORID.FIN ,B ,Q,0.84,0.85,0.84,0.85,0.85,0.88,19,7250,6100.00,
500031,BAJAJ ELECT.,A ,Q,214.50,230.10,214.50,220.65,220.65,209.10,18449,555360,124277083.00,
500032,BAJAJHIND.LT,B ,Q,20.40,20.80,20.30,20.45,20.45,20.30,2137,431735,8853883.00,
500033,FORCE MOTR  ,B ,Q,1230.00,1330.00,1230.00,1319.55,1319.55,1239.65,17757,330064,427216043.00,
500034,BAJFINANCE  ,A ,Q,3100.00,3134.15,3055.00,3097.10,3097.10,3085.15,656,1640,5070372.00,
500038,BALRAM.CHINI,A ,Q,56.85,58.05,56.35,56.80,56.80,56.90,1867,185857,10631738.00,
500039,BANCO PROD. ,B ,Q,171.90,173.15,168.50,169.75,168.50,170.55,564,15971,2727512.00,
500040,CENTURY TEXT,A ,Q,553.80,561.20,550.00,553.10,553.10,551.50,3407,115107,63988857.00,
500041,BANNARI AMAN,B ,Q,1248.20,1248.20,1248.20,1248.20,1248.20,1228.00,6,15,18723.00,
500042,BASF INDIA  ,B ,Q,1290.50,1305.00,1275.10,1292.15,1299.00,1274.90,755,4407,5690655.00,
500043,BATA INDIA  ,A ,Q,1270.35,1318.25,1270.35,1311.20,1311.20,1270.35,1649,17634,22959885.00,
500048,BEML LTD    ,A ,Q,749.00,796.00,748.60,789.45,789.45,743.30,18834,265277,205384578.00,
500049,BHARAT ELECT,A ,Q,2552.10,2690.00,2552.10,2630.30,2630.30,2512.90,9518,63401,167587668.00,
500051,BHAG GAS    ,Z ,Q,1.00,1.00,0.92,0.92,0.92,0.96,14,3763,3692.00,
500052,BHANSALI ENG,B ,Q,13.70,13.95,13.70,13.93,13.80,13.63,22,1810,24959.00,
500055,BHUSH STEEL ,A ,Q,101.60,103.00,100.70,101.25,101.25,100.30,1553,62320,6335888.00,
500057,ABCIL       ,B ,Q,233.55,256.30,232.00,246.60,246.60,234.80,687,8660,2143260.00,
500058,BIHAR SPONGE,T ,Q,2.76,3.00,2.76,2.95,2.85,2.90,143,22171,63255.00,
500059,BINANI IND. ,B ,Q,101.25,102.40,100.00,101.95,101.65,98.85,415,10608,1074388.00,
500060,BIRLA ERIC. ,T ,Q,63.80,65.20,62.10,65.20,65.20,62.10,128,13893,899317.00,
500067,BLUE STAR   ,B ,Q,349.00,350.40,343.00,343.95,344.00,346.95,413,6193,2136548.00,
500068,DISA INDIA  ,B ,Q,3750.00,3790.00,3675.05,3753.35,3780.00,3668.30,71,690,2594107.00,
500069,BNK CAPITAL ,B ,Q,30.10,33.50,30.10,31.95,31.95,33.20,91,4092,130312.00,
500074,BPL LTD.    ,B ,Q,20.00,23.55,20.00,22.95,22.95,20.05,2263,253273,5717296.00,
500078,CAMPH.& ALL ,B ,Q,333.00,337.50,325.10,331.40,331.00,333.80,92,3653,1212026.00,
500083,CENTURY EXT ,B ,Q,2.24,2.24,1.97,1.98,1.98,1.98,418,21037,42087.00,
500084,CESC LTD.   ,A ,Q,708.00,729.50,708.00,716.00,716.00,712.00,2022,26121,18873527.00,
500085,CHAMBAL FERT,B ,Q,66.35,67.50,66.10,66.20,66.20,66.15,1242,67959,4534341.00,
