SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1151.00,1215.00,1135.45,1179.20,1179.90,1159.95,2869,16091,18765196.00,
500003,AEGIS LOGIS ,B ,Q,431.30,436.90,423.25,426.65,426.65,431.55,3487,32702,13994253.00,
500008,AMAR RAJA BA,A ,Q,765.00,766.10,732.25,740.50,740.50,769.40,2253,20314,15154459.00,
500009,A.SARABHAI  ,B ,Q,4.60,5.01,4.60,4.67,4.67,5.02,55,14411,67376.00,
500010,HDFC        ,A ,Q,1125.00,1126.00,1084.35,1088.15,1088.15,1123.10,5361,57357,62857391.00,
500012,ANDHRA PETRO,B ,Q,10.41,10.57,9.90,10.02,10.10,10.39,239,118597,1214190.00,
500013,ANSAL INFRAS,B ,Q,27.20,27.20,25.80,26.25,26.25,27.35,244,20741,547614.00,
500014,APPLE FINANC,B ,Q,2.50,2.62,2.50,2.57,2.61,2.62,40,9464,24442.00,
500020,BOM DYEING  ,B ,Q,68.40,68.75,63.90,64.40,64.40,69.10,6666,492045,32409938.00,
500023,ASIANHOTNR  ,B ,Q,123.00,123.90,115.10,117.40,115.10,122.00,37,1749,209012.00,
500024,ASSAMCO     ,B ,Q,4.25,4.25,3.93,3.97,3.97,4.24,724,477673,1927750.00,
500027,ATUL LTD.   ,A ,Q,1303.00,1344.35,1287.05,1303.40,1313.00,1306.25,3046,18722,24696219.00,
500028,ATV PROJECTS,T ,Q,3.00,3.28,2.99,2.99,2.99,3.14,38,17562,52574.00,
500029,AUTOLITE(I) ,B ,Q,35.00,35.00,31.20,31.60,31.50,35.30,59,3138,103839.00,
500030,AUTORID.FIN ,B ,Q,1.00,1.00,0.99,0.99,0.99,0.96,12,9200,9183.00,
500031,BAJAJ ELECT.,A ,Q,220.10,222.75,211.40,213.10,213.10,221.70,2701,72642,15720093.00,
500032,BAJAJHIND.LT,B ,Q,19.70,20.10,18.65,18.80,18.80,19.90,2912,642028,12342300.00,
500033,FORCE MOTR  ,B ,Q,1120.50,1125.00,1030.00,1040.40,1040.40,1131.80,12963,171178,183316267.00,
500034,BAJFINANCE  ,A ,Q,3340.00,3340.00,3140.05,3156.40,3156.40,3339.20,622,1781,5687595.00,
500038,BALRAM.CHINI,A ,Q,57.60,57.60,55.20,55.70,55.70,57.50,2266,129308,7257627.00,
500039,BANCO PROD. ,B ,Q,159.80,159.80,150.15,153.65,153.65,161.25,1247,27927,4281639.00,
500040,CENTURY TEXT,A ,Q,499.00,506.80,486.25,490.55,490.55,504.35,3542,78332,38742260.00,
500041,BANNARI AMAN,B ,Q,1120.00,1126.80,1090.25,1099.35,1096.00,1138.40,139,355,391480.00,
500042,BASF INDIA  ,B ,Q,1250.00,1250.00,1179.05,1182.95,1185.00,1251.20,1299,13023,15650834.00,
500043,BATA INDIA  ,A ,Q,1285.00,1305.00,1250.00,1267.45,1250.00,1291.10,1598,17570,22388914.00,
500048,BEML LTD    ,A ,Q,725.00,725.00,661.10,671.25,671.25,727.90,5858,71309,49157327.00,
500049,BHARAT ELECT,A ,Q,2698.70,2716.50,2595.00,2644.40,2644.40,2710.70,5025,26348,69827851.00,
500051,BHAG GAS    ,Z ,Q,0.81,0.82,0.81,0.82,0.82,0.85,14,2900,2360.00,
500052,BHANSALI ENG,B ,Q,13.00,13.90,13.00,13.50,13.50,13.45,12,2030,27050.00,
500055,BHUSH STEEL ,A ,Q,93.00,93.35,88.05,89.20,89.20,93.55,2675,81425,7326571.00,
500057,ABCIL       ,B ,Q,219.70,221.00,208.10,209.65,209.00,221.30,586,5117,1095400.00,
500058,BIHAR SPONGE,T ,Q,2.76,3.00,2.76,2.99,3.00,2.90,27,6870,20090.00,
500059,BINANI IND. ,B ,Q,101.50,102.05,95.15,96.40,96.40,102.10,750,35759,3518265.00,
500060,BIRLA ERIC. ,T ,Q,62.50,63.50,60.90,61.20,60.90,64.10,202,18934,1173375.00,
500067,BLUE STAR   ,B ,Q,315.00,315.00,304.05,305.70,304.10,317.00,318,1824,564096.00,
500068,DISA INDIA  ,B ,Q,4026.00,4026.00,3961.00,3965.00,3965.00,4149.90,20,16,63920.00,
500069,BNK CAPITAL ,B ,Q,28.80,29.35,28.50,29.35,29.35,33.60,16,775,22216.00,
500074,BPL LTD.    ,B ,Q,21.10,21.45,19.70,19.90,19.90,21.25,566,36056,731127.00,
500078,CAMPH.& ALL ,B ,Q,291.50,298.00,276.30,284.25,284.10,293.90,261,11639,3307410.00,
500083,CENTURY EXT ,B ,Q,2.23,2.23,1.85,1.97,2.02,1.95,521,14768,28070.00,
500084,CESC LTD.   ,A ,Q,626.10,649.70,617.20,627.90,627.90,631.40,2767,35565,22556435.00,
500085,CHAMBAL FERT,B ,Q,62.60,63.00,60.50,61.05,61.05,63.10,1157,77278,4750544.00,
500086,EXIDE IND.  ,A ,Q,173.95,175.75,166.05,166.85,166.85,174.95,3989,196547,33517136.00,
500087,CIPLA LTD.  ,A ,Q,636.00,636.00,617.45,623.45,623.45,631.70,3725,79704,49766888.00,
500089,DIC INDIA   ,B ,Q,378.05,384.40,372.20,378.45,378.00,384.95,207,1201,451707.00,
500092,CRISIL LTD  ,A ,Q,1850.00,1855.00,1795.00,1813.00,1818.00,1852.30,692,1870,3420331.00,
500093,CROMPT.GREAV,A ,Q,168.50,170.60,164.60,168.65,168.65,170.40,12716,831647,139571939.00,
500096,DABUR (I)   ,A ,Q,230.00,231.40,221.10,223.50,223.50,230.85,2800,69569,15784803.00,
500097,DALMIASUG   ,B ,Q,24.00,24.50,23.50,23.70,24.00,24.25,513,13230,316483.00,
500101,ARVIND Ltd  ,A ,Q,253.50,255.40,249.00,252.25,252.25,256.45,9337,387002,97727911.00,
500102,BALARPUR IND,B ,Q,15.75,15.75,14.80,15.00,15.00,15.70,1348,323389,4907441.00,
500103,BHEL        ,A ,Q,246.35,253.75,246.00,247.30,247.30,248.75,11223,495912,123933282.00,
500104,HIND.PETRO  ,A ,Q,539.00,565.00,539.00,551.20,551.20,541.35,10534,259379,143801367.00,
500106,IFCI LTD    ,A ,Q,36.45,36.45,33.65,33.95,33.95,36.65,4934,1157032,40294371.00,
500108,MAHA.TELE   ,B ,Q,26.55,26.55,25.00,25.15,25.25,26.70,2479,369997,9472730.00,
500109,MRPL        ,A ,Q,47.50,47.50,45.50,45.75,45.75,47.65,1555,86672,4017702.00,
500110,CHENNAI PET.,B ,Q,69.00,69.55,66.50,67.15,67.15,69.65,2193,108528,7381618.00,
500111,REL.CAP.    ,A ,Q,518.00,520.75,474.05,479.05,479.05,520.85,35620,1102767,547765379.00,
500112,STATE BANK  ,A ,Q,308.70,311.10,293.25,295.90,295.90,310.35,60874,3109092,936486538.00,
500113,STEEL AUTH. ,A ,Q,77.50,77.90,75.45,77.25,77.25,78.05,7345,715477,54731767.00,
500114,TITAN       ,A ,Q,365.30,365.30,355.60,359.80,359.80,365.60,3771,108724,39132672.00,
500116,IDBI BANK L ,A ,Q,69.00,69.50,64.85,65.35,65.35,68.70,10014,954423,63307232.00,
500117,DCW LTD.    ,B ,Q,18.00,18.00,16.55,16.75,16.75,18.25,1663,284996,4843140.00,
500119,DHAMPUR SUGA,B ,Q,44.60,44.60,43.20,43.55,43.55,44.75,219,14072,617620.00,
500120,DIAMINES&CHM,B ,Q,33.00,33.00,31.00,32.00,32.00,34.00,56,1781,56390.00,
500123,ELANTAS     ,B ,Q,1000.10,1000.10,963.25,974.10,974.00,1019.20,514,4467,4365472.00,
500124,DR.REDDY'S  ,A ,Q,3315.00,3330.25,3122.00,3142.05,3142.05,3354.15,9605,59158,189280276.00,
500125,E.I.D.PAR   ,A ,Q,199.00,201.20,195.50,197.05,197.05,200.65,1340,50563,9994394.00,
500126,MERCK LTD   ,B ,Q,828.00,828.00,794.30,797.30,798.00,827.25,1516,11589,9351089.00,
500128,ELEC.CASTING,B ,Q,18.80,18.90,18.00,18.10,18.00,18.95,839,157170,2877708.00,
500132,EMPEE SUGARS,B ,Q,3.82,4.18,3.19,4.03,4.18,3.80,37,15620,58571.00,
500133,ESAB INDIA  ,B ,Q,645.00,645.00,625.15,628.85,630.00,643.40,50,904,569417.00,
500134,ESSAR OIL   ,A ,Q,102.05,107.90,99.00,103.90,103.90,103.25,6027,227829,23697543.00,
500135,ESSEL PROP  ,B ,Q,123.00,124.00,115.10,118.50,118.50,123.00,1350,36155,4310519.00,
500136,ESTER INDUS.,B ,Q,20.10,20.10,19.00,19.05,19.05,20.10,144,8329,162407.00,
500139,FEDDER.LLYOD,B ,Q,65.00,65.00,62.20,62.40,62.85,66.15,790,20116,1275538.00,
500141,FERRO ALLOYS,B ,Q,6.91,6.95,6.00,6.21,6.21,6.91,237,59380,376472.00,
500144,FINOL. CABLE,A ,Q,245.95,252.00,237.15,238.70,238.70,249.10,1700,51852,12618938.00,
500147,CMI FPE     ,B ,Q,460.00,460.00,456.00,456.00,456.00,479.00,19,90,41175.00,
500148,UFLEX LTD   ,B ,Q,152.10,152.95,143.70,144.95,144.95,153.75,2175,88244,13002116.00,
500150,FOSECO INDIA,B ,Q,1270.00,1290.00,1200.05,1208.35,1205.00,1277.10,489,2431,2975318.00,
500151,GOLDEN TOB  ,B ,Q,37.75,38.00,36.00,36.00,36.05,37.75,170,19016,689670.00,
500153,GANESH BENZO,B ,Q,5.50,5.50,5.50,5.50,5.50,5.49,4,1100,6050.00,
500155,GARDEN SILK ,B ,Q,30.15,30.90,29.60,30.15,30.15,30.55,140,6204,186473.00,
500159,METROGLOBL  ,B ,Q,68.00,70.25,68.00,69.40,70.00,70.25,51,4514,309494.00,
500160,GTL LTD.    ,B ,Q,16.95,16.95,15.75,15.90,15.90,16.70,655,78265,1268292.00,
500163,GODFREY PH  ,B ,Q,578.25,578.40,551.00,556.00,559.35,577.25,865,6522,3649837.00,
500164,GODREJ IND  ,A ,Q,270.05,270.05,261.60,265.25,265.25,270.85,2275,41075,10871802.00,
500165,KANSAI NERO ,B ,Q,1966.05,1966.05,1920.00,1926.50,1935.00,1963.25,810,1790,3477418.00,
500166,GOODRICKE   ,B ,Q,154.60,156.65,148.00,149.15,149.15,156.20,368,17602,2671333.00,
500168,GOODYEAR (I),B ,Q,644.50,649.75,621.20,623.00,623.00,651.00,1248,32552,20446465.00,
500170,GTN INDUS   ,B ,Q,12.00,12.00,11.55,11.55,11.55,12.50,4,60,715.00,
500171,GHCL LTD    ,B ,Q,79.60,79.90,70.00,74.70,74.70,80.20,1178,53192,4086526.00,
500173,GUJ.FLOURO  ,B ,Q,730.00,736.45,690.00,709.00,709.00,733.20,747,4295,3086937.00,
