SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1235.55,1250.00,1210.00,1222.30,1222.30,1235.55,2188,10493,12902684.00,
500003,AEGIS LOGIS ,B ,Q,435.00,454.80,426.00,440.15,436.95,442.85,1959,22164,9806357.00,
500008,AMAR RAJA BA,A ,Q,720.00,728.00,709.05,722.80,723.20,722.90,1458,18651,13433937.00,
500009,A.SARABHAI  ,B ,Q,5.47,5.47,4.77,4.98,4.99,5.21,48,4386,21311.00,
500010,HDFC        ,A ,Q,1100.00,1110.00,1090.00,1093.45,1093.45,1100.05,7359,151447,166734363.00,
500012,ANDHRA PETRO,B ,Q,11.60,11.75,10.70,10.86,10.86,10.96,460,114179,1281954.00,
500013,ANSAL INFRAS,B ,Q,29.85,30.05,29.35,29.45,29.55,29.70,145,8277,244744.00,
500014,APPLE FINANC,B ,Q,2.85,2.85,2.52,2.75,2.75,2.89,39,10967,30045.00,
500020,BOM DYEING  ,B ,Q,70.80,70.80,68.70,68.95,68.95,70.50,3431,215291,14909454.00,
500023,ASIANHOTNR  ,B ,Q,128.00,134.95,127.60,127.60,127.60,130.45,41,2754,363125.00,
500024,ASSAMCO     ,B ,Q,4.39,4.50,4.33,4.41,4.42,4.40,310,214279,947747.00,
500027,ATUL LTD.   ,A ,Q,1231.00,1231.80,1205.00,1215.55,1205.00,1225.80,471,3413,4160707.00,
500028,ATV PROJECTS,T ,Q,3.50,3.50,3.40,3.41,3.40,3.41,4,55,187.00,
500029,AUTOLITE(I) ,B ,Q,35.55,36.00,35.00,35.00,35.00,36.45,50,3523,125889.00,
500030,AUTORID.FIN ,B ,Q,0.88,0.88,0.88,0.88,0.88,0.84,5,1064,936.00,
500031,BAJAJ ELECT.,A ,Q,215.60,223.50,214.20,220.05,220.05,218.70,3527,116311,25541843.00,
500032,BAJAJHIND.LT,B ,Q,22.80,23.40,21.80,21.95,21.95,21.00,12055,2758559,62122862.00,
500033,FORCE MOTR  ,B ,Q,1257.70,1263.90,1233.00,1237.80,1237.80,1257.75,4205,50374,62589779.00,
500034,BAJFINANCE  ,A ,Q,3210.00,3325.00,3165.00,3299.60,3300.00,3183.30,871,2415,7828742.00,
500038,BALRAM.CHINI,A ,Q,61.15,63.70,60.65,61.55,61.55,58.65,10358,859576,53679511.00,
500039,BANCO PROD. ,B ,Q,158.00,168.90,155.30,165.00,165.00,160.75,1413,20746,3345263.00,
500040,CENTURY TEXT,A ,Q,517.90,527.80,509.70,518.75,518.75,523.10,3312,181164,93655686.00,
500041,BANNARI AMAN,B ,Q,1275.00,1277.00,1225.00,1225.75,1225.00,1204.95,105,10540,13224170.00,
500042,BASF INDIA  ,B ,Q,1300.00,1306.30,1271.10,1281.95,1271.10,1298.80,398,2908,3751342.00,
500043,BATA INDIA  ,A ,Q,1285.00,1325.00,1278.55,1311.05,1311.05,1280.30,1651,12927,16928006.00,
500048,BEML LTD    ,A ,Q,802.00,804.40,755.00,761.85,761.85,798.50,7344,101907,79203153.00,
500049,BHARAT ELECT,A ,Q,2857.00,2917.00,2763.10,2888.60,2888.60,2809.60,10069,50292,143073959.00,
500052,BHANSALI ENG,B ,Q,13.60,14.29,13.60,14.00,14.00,14.57,32,2693,37359.00,
500055,BHUSH STEEL ,A ,Q,98.20,98.75,96.30,96.70,96.70,97.35,1677,51979,5069678.00,
500057,ABCIL       ,B ,Q,224.00,237.50,224.00,234.70,234.70,228.80,339,3360,788219.00,
500058,BIHAR SPONGE,T ,Q,2.89,3.08,2.88,2.90,3.08,3.00,15,1100,3188.00,
500059,BINANI IND. ,B ,Q,108.00,108.00,103.65,104.75,105.00,108.05,459,15802,1667267.00,
500060,BIRLA ERIC. ,T ,Q,64.15,65.45,64.10,64.45,64.25,65.75,46,8995,582322.00,
500067,BLUE STAR   ,B ,Q,333.10,333.10,326.25,327.10,327.10,330.65,362,1734,570039.00,
500068,DISA INDIA  ,B ,Q,4175.00,4175.00,4006.00,4084.20,4100.00,4211.65,34,246,1004809.00,
500069,BNK CAPITAL ,B ,Q,29.00,33.40,29.00,32.55,33.40,31.90,66,2282,71067.00,
500074,BPL LTD.    ,B ,Q,23.75,23.80,22.70,22.95,22.85,23.80,601,42586,988448.00,
500078,CAMPH.& ALL ,B ,Q,316.00,316.00,306.30,310.35,306.85,315.50,89,2208,683952.00,
500083,CENTURY EXT ,B ,Q,1.95,2.22,1.95,1.99,2.08,2.08,489,12667,25210.00,
500084,CESC LTD.   ,A ,Q,655.00,669.00,638.35,656.45,657.00,655.25,2706,32627,21455861.00,
500085,CHAMBAL FERT,B ,Q,64.75,65.50,63.40,64.50,64.50,64.55,1184,61640,3971507.00,
500086,EXIDE IND.  ,A ,Q,175.80,175.80,170.50,171.65,171.65,174.80,2749,143111,24702170.00,
500087,CIPLA LTD.  ,A ,Q,647.70,650.65,640.00,642.20,642.20,649.35,3829,82230,52977317.00,
500089,DIC INDIA   ,B ,Q,392.15,394.95,384.00,384.25,384.05,392.75,169,1248,483366.00,
500092,CRISIL LTD  ,A ,Q,1910.00,1910.00,1879.00,1899.90,1899.90,1911.20,254,481,910015.00,
500093,CROMPT.GREAV,A ,Q,181.50,183.10,176.35,178.70,178.70,182.45,11127,525830,94487772.00,
500096,DABUR (I)   ,A ,Q,238.50,239.60,234.85,235.80,236.95,238.55,804,30163,7148395.00,
500097,DALMIASUG   ,B ,Q,21.50,23.80,21.50,22.80,22.80,21.60,230,11366,261610.00,
500101,ARVIND Ltd  ,A ,Q,273.40,277.20,265.00,272.80,272.80,272.80,10936,492964,134006651.00,
500102,BALARPUR IND,B ,Q,16.60,16.90,16.20,16.50,16.50,16.45,1195,379057,6268138.00,
500103,BHEL        ,A ,Q,252.00,261.40,249.00,254.30,254.30,253.10,12243,658906,169001222.00,
500104,HIND.PETRO  ,A ,Q,578.65,588.00,568.00,570.30,570.30,574.40,7259,190507,109872357.00,
500106,IFCI LTD    ,A ,Q,37.70,38.45,37.10,37.80,37.80,38.05,3892,797515,30140893.00,
500108,MAHA.TELE   ,B ,Q,28.10,28.35,27.40,27.60,27.60,28.20,1248,249591,6953649.00,
500109,MRPL        ,A ,Q,52.05,52.05,50.50,50.75,50.75,52.05,954,64577,3299605.00,
500110,CHENNAI PET.,B ,Q,79.00,79.60,76.55,76.95,76.95,79.65,2429,123933,9615856.00,
500111,REL.CAP.    ,A ,Q,541.70,543.00,523.00,527.60,527.60,538.00,31277,880941,467545545.00,
500112,STATE BANK  ,A ,Q,313.80,318.65,310.35,314.35,314.35,316.10,30051,1759540,553161779.00,
500113,STEEL AUTH. ,A ,Q,79.60,80.25,78.50,79.35,79.35,79.75,5600,501387,39856475.00,
500114,TITAN       ,A ,Q,385.70,388.50,377.60,384.60,384.60,385.70,2569,86594,33282142.00,
500116,IDBI BANK L ,A ,Q,71.05,72.30,69.65,70.90,70.90,71.30,5212,444923,31625335.00,
500117,DCW LTD.    ,B ,Q,19.35,19.65,18.90,19.25,19.25,19.50,555,80631,1549552.00,
500119,DHAMPUR SUGA,B ,Q,47.50,48.95,46.35,47.35,47.35,45.65,2220,135290,6448359.00,
500120,DIAMINES&CHM,B ,Q,33.00,33.10,32.20,33.00,33.00,33.55,55,2332,76454.00,
500123,ELANTAS     ,B ,Q,1072.00,1084.90,1048.05,1065.25,1065.25,1050.55,411,3220,3420522.00,
500124,DR.REDDY'S  ,A ,Q,3390.30,3448.00,3335.00,3430.05,3430.05,3400.95,3604,18062,61437434.00,
500125,E.I.D.PAR   ,A ,Q,215.05,218.00,206.00,206.50,206.60,208.90,2848,87244,18398908.00,
500126,MERCK LTD   ,B ,Q,862.00,862.15,840.15,845.50,845.50,858.30,1290,12752,10826800.00,
500128,ELEC.CASTING,B ,Q,19.90,20.15,19.25,19.70,19.70,19.90,881,118602,2335853.00,
500132,EMPEE SUGARS,B ,Q,4.40,4.40,4.00,4.15,4.15,4.10,97,74436,309131.00,
500133,ESAB INDIA  ,B ,Q,675.00,675.00,662.00,665.10,662.00,677.70,36,54,36038.00,
500134,ESSAR OIL   ,A ,Q,115.90,115.90,108.85,110.05,110.05,111.45,4467,124880,13871721.00,
500135,ESSEL PROP  ,B ,Q,129.00,129.00,125.00,127.45,127.45,129.35,711,32289,4099449.00,
500136,ESTER INDUS.,B ,Q,22.00,22.00,20.15,20.20,20.20,20.50,48,2525,51387.00,
500139,FEDDER.LLYOD,B ,Q,67.50,67.50,65.65,66.95,66.50,67.20,400,27077,1805390.00,
