SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1299.00,1331.30,1255.00,1286.20,1286.20,1306.40,6124,41909,54871633.00,
500003,AEGIS LOGIS ,B ,Q,443.05,472.00,443.05,449.85,449.85,443.00,5031,38530,17726064.00,
500008,AMAR RAJA BA,A ,Q,813.60,825.15,806.00,822.65,822.65,816.05,1235,16334,13354977.00,
500009,A.SARABHAI  ,B ,Q,4.58,4.74,4.55,4.74,4.74,4.49,14,3253,14909.00,
500010,HDFC        ,A ,Q,1130.75,1140.00,1122.05,1135.00,1135.00,1131.35,3975,51528,58362704.00,
500012,ANDHRA PETRO,B ,Q,11.55,12.20,11.25,11.45,11.45,12.07,347,59454,694048.00,
500013,ANSAL INFRAS,B ,Q,23.40,24.00,23.30,23.75,23.75,23.30,206,24719,587991.00,
500014,APPLE FINANC,B ,Q,2.51,2.68,2.50,2.64,2.68,2.58,32,5173,13281.00,
500020,BOM DYEING  ,B ,Q,65.75,67.40,65.75,66.95,66.95,65.85,2696,235076,15666670.00,
500023,ASIANHOTNR  ,B ,Q,123.00,127.05,123.00,125.05,125.05,121.00,34,997,125442.00,
500024,ASSAMCO     ,B ,Q,5.74,5.79,5.16,5.43,5.43,5.69,3660,1597691,8763122.00,
500027,ATUL LTD.   ,A ,Q,1391.00,1424.00,1380.00,1385.80,1385.80,1395.90,1068,7128,10002477.00,
500028,ATV PROJECTS,T ,Q,3.01,3.01,2.76,3.00,2.91,2.88,33,2745,8079.00,
500029,AUTOLITE(I) ,B ,Q,34.00,35.40,31.10,34.05,34.05,34.95,33,1850,63514.00,
500030,AUTORID.FIN ,B ,Q,0.77,0.77,0.76,0.76,0.76,0.79,18,6250,4760.00,
500031,BAJAJ ELECT.,A ,Q,219.80,222.85,218.50,220.70,220.70,219.55,1491,31918,7047133.00,
500032,BAJAJHIND.LT,B ,Q,18.55,19.05,18.50,18.85,18.85,18.65,1641,417380,7809928.00,
500033,FORCE MOTR  ,B ,Q,1093.85,1093.85,1067.00,1075.10,1075.10,1100.10,4695,53291,57518491.00,
500034,BAJFINANCE  ,A ,Q,3440.00,3525.00,3411.00,3481.45,3525.00,3462.15,488,1178,4081658.00,
500038,BALRAM.CHINI,A ,Q,58.00,60.20,58.00,59.55,59.55,58.30,1127,58601,3463353.00,
500039,BANCO PROD. ,B ,Q,161.25,162.30,160.00,160.50,160.45,161.05,381,4685,753534.00,
500040,CENTURY TEXT,A ,Q,515.00,528.55,515.00,523.85,523.85,517.05,2903,63281,33153563.00,
500041,BANNARI AMAN,B ,Q,1129.95,1190.00,1129.95,1180.30,1145.00,1162.55,54,56,65577.00,
500042,BASF INDIA  ,B ,Q,1246.75,1300.00,1242.00,1286.05,1280.00,1247.90,3433,17862,22882823.00,
500043,BATA INDIA  ,A ,Q,1305.55,1320.00,1296.00,1305.70,1305.70,1302.30,805,6861,8983020.00,
500048,BEML LTD    ,A ,Q,757.25,824.80,757.25,793.20,793.20,750.40,37860,558532,448027544.00,
500049,BHARAT ELECT,A ,Q,2811.00,2998.00,2811.00,2933.30,2933.30,2807.70,13476,68095,199773401.00,
500051,BHAG GAS    ,Z ,Q,0.88,0.88,0.81,0.88,0.88,0.84,11,3200,2739.00,
500052,BHANSALI ENG,B ,Q,14.60,16.00,14.50,14.61,14.55,14.00,135,21594,324973.00,
500055,BHUSH STEEL ,A ,Q,87.35,90.70,87.35,88.40,88.40,87.25,1654,68075,6084894.00,
500057,ABCIL       ,B ,Q,210.70,215.80,210.70,214.45,214.50,211.10,232,1860,397509.00,
500058,BIHAR SPONGE,T ,Q,3.24,3.25,3.05,3.23,3.05,3.10,24,7005,22713.00,
500059,BINANI IND. ,B ,Q,99.70,102.25,99.70,100.90,100.90,99.45,415,10650,1077141.00,
500060,BIRLA ERIC. ,T ,Q,67.00,69.50,67.00,68.65,68.50,67.60,81,10913,750215.00,
500067,BLUE STAR   ,B ,Q,320.00,340.00,319.00,329.80,329.80,316.50,2830,39491,13065609.00,
500069,BNK CAPITAL ,B ,Q,56.35,56.35,56.35,56.35,56.35,51.25,27,2133,120194.00,
500074,BPL LTD.    ,B ,Q,28.50,33.75,28.05,33.75,33.75,28.15,12406,1816733,59205629.00,
500078,CAMPH.& ALL ,B ,Q,276.05,281.90,272.40,278.00,278.00,275.00,98,5418,1500972.00,
500083,CENTURY EXT ,B ,Q,1.85,1.97,1.85,1.89,1.88,1.88,34,15802,30297.00,
500084,CESC LTD.   ,A ,Q,661.00,675.50,660.00,669.45,669.45,663.85,2384,20324,13596505.00,
500085,CHAMBAL FERT,B ,Q,60.75,61.20,60.50,60.60,60.60,60.50,541,28399,1729299.00,
500086,EXIDE IND.  ,A ,Q,179.95,180.10,177.10,178.00,178.00,179.40,3659,227127,40602103.00,
500087,CIPLA LTD.  ,A ,Q,625.30,629.30,624.05,625.80,625.80,625.55,2196,38017,23808783.00,
500092,CRISIL LTD  ,A ,Q,1920.00,1934.80,1893.70,1899.60,1899.60,1915.15,557,1835,3500127.00,
500093,CROMPT.GREAV,A ,Q,184.00,189.40,183.75,187.65,187.65,186.05,8540,395324,73992558.00,
500096,DABUR (I)   ,A ,Q,232.10,234.90,230.30,233.55,233.55,232.30,858,22559,5240802.00,
500097,DALMIASUG   ,B ,Q,22.30,23.00,22.10,22.20,22.20,22.50,18,40,892.00,
500101,ARVIND Ltd  ,A ,Q,278.50,285.60,278.50,282.95,282.95,281.25,5740,168695,47807450.00,
500102,BALARPUR IND,B ,Q,15.20,15.95,15.20,15.50,15.50,15.35,1464,428737,6650141.00,
500103,BHEL        ,A ,Q,257.00,267.60,255.55,265.20,265.20,258.35,10770,481734,126851091.00,
500104,HIND.PETRO  ,A ,Q,545.00,552.00,541.60,547.45,547.45,549.55,5365,86092,47047081.00,
500106,IFCI LTD    ,A ,Q,37.45,38.00,37.40,37.85,37.85,37.70,3086,359735,13564229.00,
500108,MAHA.TELE   ,B ,Q,27.10,27.75,26.80,27.30,27.30,27.15,2743,480878,13138182.00,
500109,MRPL        ,A ,Q,47.50,47.75,47.00,47.20,47.20,47.00,664,49287,2332367.00,
500110,CHENNAI PET.,B ,Q,70.95,71.40,70.30,70.50,70.50,70.80,537,27477,1941767.00,
500111,REL.CAP.    ,A ,Q,493.50,500.15,491.50,494.50,494.50,494.10,14167,378751,187892582.00,
500112,STATE BANK  ,A ,Q,310.00,312.60,310.00,311.85,311.85,309.80,14990,731539,227810858.00,
500113,STEEL AUTH. ,A ,Q,82.10,83.25,82.10,82.65,82.65,82.25,1792,161273,13333274.00,
500114,TITAN       ,A ,Q,377.60,383.80,375.30,381.25,381.25,377.10,2132,52810,20093385.00,
500116,IDBI BANK L ,A ,Q,73.45,73.85,72.30,73.15,73.15,73.00,4222,291914,21338733.00,
500117,DCW LTD.    ,B ,Q,17.25,17.45,16.90,17.25,17.25,16.95,600,99622,1705713.00,
500119,DHAMPUR SUGA,B ,Q,42.65,43.25,42.50,42.85,42.65,42.55,349,30405,1302076.00,
500120,DIAMINES&CHM,B ,Q,31.05,31.85,31.05,31.35,31.15,31.10,31,1315,41364.00,
500123,ELANTAS     ,B ,Q,1000.00,1000.00,981.20,988.80,985.00,987.65,102,1255,1246301.00,
500124,DR.REDDY'S  ,A ,Q,3169.05,3260.00,3169.05,3244.95,3244.95,3180.55,3561,17677,57176424.00,
500125,E.I.D.PAR   ,A ,Q,200.00,202.50,198.00,200.95,200.95,197.75,935,21155,4234213.00,
500126,MERCK LTD   ,B ,Q,805.00,805.00,788.10,794.80,794.80,802.75,480,5564,4436922.00,
500128,ELEC.CASTING,B ,Q,18.00,18.15,17.85,18.00,17.90,17.85,394,69960,1258865.00,
500132,EMPEE SUGARS,B ,Q,3.86,4.00,3.68,3.94,3.94,3.82,26,2522,9636.00,
500133,ESAB INDIA  ,B ,Q,662.00,699.00,662.00,692.10,699.00,660.85,360,2132,1450359.00,
500134,ESSAR OIL   ,A ,Q,106.00,109.20,106.00,106.45,106.45,105.80,1654,64465,6930144.00,
500135,ESSEL PROP  ,B ,Q,130.05,132.40,130.05,131.15,131.15,129.75,843,34882,4578033.00,
500136,ESTER INDUS.,B ,Q,19.15,19.40,18.15,19.00,19.00,19.10,120,9135,173212.00,
500139,FEDDER.LLYOD,B ,Q,68.25,70.00,67.00,67.35,67.35,68.30,333,11698,800087.00,
500141,FERRO ALLOYS,B ,Q,6.65,6.85,6.45,6.47,6.47,6.76,125,81344,531050.00,
500142,FGP LTD.    ,B ,Q,2.25,2.44,2.25,2.44,2.44,2.33,6,2300,5368.00,
500144,FINOL. CABLE,A ,Q,264.20,264.20,257.20,261.90,261.90,259.55,1508,38260,10025038.00,
500147,CMI FPE     ,B ,Q,500.00,508.90,500.00,505.00,505.00,501.95,55,478,239923.00,
500148,UFLEX LTD   ,B ,Q,152.25,154.20,151.20,153.00,153.00,151.35,816,31821,4846302.00,
500150,FOSECO INDIA,B ,Q,1262.00,1262.00,1236.00,1248.20,1248.20,1261.60,163,951,1188494.00,
500151,GOLDEN TOB  ,B ,Q,62.40,62.80,57.10,58.30,58.50,62.35,1909,91183,5439581.00,
500153,GANESH BENZO,B ,Q,6.10,6.10,5.90,6.00,6.00,6.00,76,93102,558447.00,
500155,GARDEN SILK ,B ,Q,29.60,31.50,29.60,30.65,30.65,30.00,153,5521,169503.00,
500159,METROGLOBL  ,B ,Q,69.60,72.00,69.60,71.95,71.95,71.40,13,852,60422.00,
500160,GTL LTD.    ,B ,Q,17.60,17.60,16.10,16.30,16.45,16.50,1130,167073,2719792.00,
500162,PARRYSUGR   ,B ,Q,20.05,22.50,20.05,22.50,22.50,20.95,10,213,4773.00,
500163,GODFREY PH  ,B ,Q,590.00,603.75,583.00,596.80,602.00,589.30,306,2154,1274368.00,
500164,GODREJ IND  ,A ,Q,291.00,295.40,290.00,292.65,292.65,290.50,1255,26451,7757999.00,
500165,KANSAI NERO ,B ,Q,1971.35,2000.00,1971.35,1985.25,1983.05,1983.05,294,901,1786246.00,
500166,GOODRICKE   ,B ,Q,159.10,160.00,158.00,158.40,158.00,159.60,161,4431,704677.00,
500168,GOODYEAR (I),B ,Q,625.05,639.90,622.25,627.30,627.30,632.35,503,4854,3055832.00,
500170,GTN INDUS   ,B ,Q,12.90,12.90,12.78,12.79,12.79,12.40,8,5,64.00,
500171,GHCL LTD    ,B ,Q,68.50,72.70,68.20,72.25,72.25,68.35,957,42901,3031591.00,
500173,GUJ.FLOURO  ,B ,Q,769.00,771.10,762.00,764.25,762.00,765.20,426,1907,1463036.00,
500174,GUJ.LEASE   ,B ,Q,2.22,2.22,2.22,2.22,2.22,2.29,3,1000,2220.00,
500179,HCL INFOSYS ,B ,Q,52.00,53.15,51.30,52.00,52.00,52.45,5256,460199,24029745.00,
500180,HDFC BANK   ,A ,Q,957.20,957.65,949.10,952.00,952.30,956.35,2070,336294,320487077.00,
500182,HEROMOTOCO  ,A ,Q,3079.00,3118.70,3050.20,3103.40,3103.40,3084.85,3010,17946,55434313.00,
500183,HIMACHAL FUT,B ,Q,17.80,18.45,17.80,18.15,18.15,17.95,3979,917961,16639695.00,
500184,HIMADRI CHEM,B ,Q,23.60,24.00,23.60,23.85,23.85,23.85,68,4962,117995.00,
500185,HIND.CONSTN.,A ,Q,29.10,29.70,29.10,29.55,29.55,29.25,2416,423474,12458891.00,
500186,HIND.OIL EXP,B ,Q,35.70,35.90,35.10,35.30,35.30,35.90,1752,162722,5770117.00,
500187,HSIL        ,B ,Q,348.00,352.75,344.85,348.25,348.60,349.30,824,10435,3630428.00,
500188,HINDUS.ZI   ,A ,Q,167.50,170.90,166.65,170.35,170.35,167.25,1579,48687,8251865.00,
500189,HINDUJA VENT,B ,Q,321.00,324.90,320.00,320.10,320.95,320.35,67,3280,1051902.00,
500191,HMT LTD.    ,B ,Q,48.05,49.00,47.55,47.75,47.75,48.00,1481,106731,5143315.00,
500192,PRAG BOSIMI ,T ,Q,4.83,4.90,4.82,4.83,4.82,5.07,26,6049,29323.00,
500193,HOTEL LEELA.,B ,Q,20.20,20.65,20.20,20.40,20.40,20.40,580,71180,1456731.00,
500199,I.G.PETRO   ,B ,Q,54.60,57.00,54.50,56.20,56.20,56.95,236,5324,298568.00,
500201,IND.GLYCOLS ,B ,Q,99.50,102.15,99.50,101.60,101.60,99.40,411,11975,1213516.00,
500202,IND.LEAS.DEV,B ,Q,5.35,5.84,5.31,5.81,5.84,5.57,12,3000,16361.00,
500206,MARGO FIN   ,T ,Q,4.75,4.75,4.75,4.75,4.75,5.00,2,500,2375.00,
500207,INDO RAMA   ,B ,Q,23.35,23.35,21.95,22.30,22.35,21.85,233,19341,434395.00,
500209,INFOSYS LTD ,A ,Q,1959.00,1979.00,1951.00,1971.20,1971.20,1966.40,4284,942220,1854098945.00,
500210,INGERSOLL   ,B ,Q,869.80,881.00,864.15,869.20,869.20,866.00,858,5083,4437088.00,
500211,INSILCO LTD.,T ,Q,20.55,21.40,20.30,21.15,21.20,21.00,82,19903,419044.00,
500213,INTER.TRAVEL,B ,Q,273.05,292.00,273.00,282.05,282.05,271.55,499,13801,3906903.00,
500214,ION EXCHANGE,T ,Q,254.50,259.80,246.00,252.75,256.00,255.15,160,3825,956414.00,
500215,AGRO TECH FO,B ,Q,598.15,605.00,597.00,601.25,601.25,604.85,272,3802,2282310.00,
500219,JAIN IRRIG  ,A ,Q,70.05,70.55,69.65,69.90,69.90,69.60,3676,319159,22367691.00,
500220,JASCH INDUST,B ,Q,18.35,18.35,17.10,17.45,17.50,17.10,14,401,7055.00,
500222,JCT ELECTRON,B ,Q,0.69,0.69,0.53,0.62,0.64,0.62,393,35978,21800.00,
500223,JCT LTD     ,B ,Q,3.91,4.16,3.52,4.01,4.05,3.94,1176,290320,1161587.00,
500227,JINDAL POLYF,B ,Q,271.95,275.75,270.15,272.35,272.35,272.05,871,15707,4283025.00,
500228,JSWSL       ,A ,Q,1040.00,1059.50,1040.00,1047.50,1047.50,1045.15,3929,43645,45769167.00,
500231,UMANG DAIR  ,B ,Q,51.45,52.95,51.10,51.30,51.10,50.05,195,18193,947383.00,
500233,KAJARIA CER.,A ,Q,566.20,597.80,562.40,588.85,588.85,566.10,1633,30790,18113831.00,
500234,KAKATIYA CEM,B ,Q,108.05,110.00,108.00,109.25,108.35,110.95,28,841,91546.00,
500235,KALYANI STEL,B ,Q,152.00,159.60,150.85,157.25,157.25,151.60,3030,73868,11575297.00,
500236,KANELIND    ,B ,Q,5.42,5.42,4.94,5.36,5.36,5.19,21,2623,13077.00,
500238,WHIRLPOOL   ,B ,Q,655.95,663.75,643.35,652.05,653.00,661.35,1908,27702,18091504.00,
500239,KG DENIM    ,B ,Q,17.00,18.25,16.75,17.70,17.70,17.05,212,44809,796953.00,
500240,KINETIC ENG.,B ,Q,49.35,49.85,48.00,49.75,48.00,49.05,23,584,28976.00,
500241,KIRL.BROS.  ,B ,Q,241.00,243.00,238.00,241.85,241.85,240.55,110,1006,242944.00,
500243,KIRL INDUS  ,B ,Q,570.00,585.00,570.00,579.00,579.00,570.00,24,383,220368.00,
500245,KIRL.FERROUS,B ,Q,66.50,68.70,66.50,67.95,67.95,66.10,855,77183,5227082.00,
500247,KOTAK MAH.BK,A ,Q,1248.65,1270.60,1240.30,1263.15,1263.15,1245.55,2349,34200,42898377.00,
500249,KSB PUMPS   ,B ,Q,669.00,680.00,632.25,663.45,641.10,665.45,1121,5818,3873040.00,
500250,L.G.BALKRISH,B ,Q,620.00,685.00,601.00,664.35,664.35,612.60,1439,13432,8772928.00,
500251,TRENT LTD.  ,A ,Q,1480.50,1505.00,1452.80,1487.80,1481.70,1461.10,410,2674,3969496.00,
500252,LAKSHMI MACH,A ,Q,3859.80,3869.95,3810.00,3830.70,3830.70,3844.30,210,331,1271977.00,
500253,LIC HOUS.FIN,A ,Q,434.00,438.20,434.00,435.80,435.80,431.75,5019,159536,69561948.00,
500254,UTTAMVALUE  ,B ,Q,6.35,6.50,6.28,6.35,6.35,6.42,76,9688,61449.00,
500255,LML LTD.    ,B ,Q,8.71,8.75,8.51,8.64,8.64,8.71,320,86232,742010.00,
500256,LOK.HOUS&CON,T ,Q,12.02,12.75,12.02,12.61,12.40,12.29,58,6905,86320.00,
500257,LUPIN LTD.  ,A ,Q,1440.00,1442.00,1423.00,1427.55,1427.55,1428.70,2449,29408,42128024.00,
500259,LYKA LABS   ,B ,Q,26.45,26.45,25.20,25.65,25.65,26.50,404,60958,1569454.00,
500260,RAMCOCEM    ,A ,Q,335.60,347.50,331.95,343.80,343.50,333.00,963,10537,3584180.00,
500264,MAFATLAL IND,B ,Q,148.00,150.00,145.95,147.50,148.00,147.95,33,3445,511467.00,
500265,MAH.SEAMLESS,B ,Q,244.00,247.80,241.20,242.65,241.20,245.75,226,2310,564506.00,
500266,MAH.SCOOTER ,B ,Q,1017.00,1020.60,992.25,1000.70,993.15,1008.00,100,486,488031.00,
500267,MAJESTIC AUT,B ,Q,79.00,84.00,78.00,81.65,84.00,77.35,76,5057,403744.00,
500268,MANALI PETRO,B ,Q,16.50,16.85,16.05,16.15,16.15,16.25,1496,367104,6032444.00,
500271,MAX INDIA   ,A ,Q,383.55,398.00,383.55,394.90,394.90,387.40,3173,45902,18044434.00,
500279,MIRC ELECT  ,B ,Q,10.34,11.63,9.63,10.95,10.95,10.15,4708,818977,8815853.00,
