SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1282.60,1286.00,1252.05,1277.50,1277.50,1285.30,1885,10516,13318464.00,
500003,AEGIS LOGIS ,B ,Q,443.00,443.00,429.00,430.90,430.90,442.65,622,4325,1880947.00,
500008,AMAR RAJA BA,A ,Q,808.00,832.00,780.25,790.10,783.00,811.05,4245,47798,39068310.00,
500009,A.SARABHAI  ,B ,Q,4.41,4.96,4.41,4.66,4.66,4.65,39,8211,38677.00,
500010,HDFC        ,A ,Q,1147.00,1150.00,1095.00,1102.45,1102.45,1156.65,13979,117772,131362450.00,
500012,ANDHRA PETRO,B ,Q,10.89,10.89,9.98,10.45,10.45,10.65,411,61247,625231.00,
500013,ANSAL INFRAS,B ,Q,25.50,25.80,24.80,25.00,25.00,26.10,277,35626,900614.00,
500014,APPLE FINANC,B ,Q,2.54,2.60,2.30,2.42,2.30,2.60,68,25891,63381.00,
500020,BOM DYEING  ,B ,Q,66.10,66.20,64.00,64.35,64.35,66.85,2848,220452,14285088.00,
500023,ASIANHOTNR  ,B ,Q,130.00,130.00,129.00,129.00,129.05,134.00,26,1206,155632.00,
500024,ASSAMCO     ,B ,Q,5.00,5.00,4.72,4.77,4.77,5.07,1358,649670,3141883.00,
500027,ATUL LTD.   ,A ,Q,1320.80,1348.15,1263.20,1295.40,1310.00,1324.90,1197,31902,42507086.00,
500028,ATV PROJECTS,T ,Q,2.86,3.00,2.86,2.88,2.88,3.00,19,3644,10902.00,
500029,AUTOLITE(I) ,B ,Q,35.50,35.80,33.80,33.90,35.35,35.50,28,4542,155862.00,
500030,AUTORID.FIN ,B ,Q,0.62,0.64,0.62,0.62,0.62,0.66,24,10106,6291.00,
500031,BAJAJ ELECT.,A ,Q,242.80,242.80,230.10,231.90,231.90,245.30,4854,121597,28620179.00,
500032,BAJAJHIND.LT,B ,Q,19.05,19.85,18.50,18.85,18.85,19.20,3875,980977,18897701.00,
500033,FORCE MOTR  ,B ,Q,1175.00,1184.00,1136.35,1144.00,1144.00,1187.55,9115,98178,113837663.00,
500034,BAJFINANCE  ,A ,Q,3433.50,3479.60,3395.20,3425.75,3425.75,3449.85,670,2081,7145138.00,
500038,BALRAM.CHINI,A ,Q,60.10,63.65,59.50,60.60,60.40,60.40,3590,207719,12890463.00,
500039,BANCO PROD. ,B ,Q,155.10,157.05,152.45,154.50,154.75,157.85,285,7113,1094692.00,
500040,CENTURY TEXT,A ,Q,533.00,533.00,510.65,513.65,513.65,535.55,3527,63610,33067311.00,
500041,BANNARI AMAN,B ,Q,1100.00,1160.00,1100.00,1150.10,1150.00,1087.00,40,622,702501.00,
500042,BASF INDIA  ,B ,Q,1281.80,1292.00,1251.15,1261.50,1260.00,1300.80,646,2274,2891356.00,
500043,BATA INDIA  ,A ,Q,1320.00,1320.60,1266.10,1274.90,1274.90,1327.85,1550,11000,14221213.00,
500048,BEML LTD    ,A ,Q,770.00,793.90,747.80,758.65,758.65,773.60,15593,180460,139355688.00,
500049,BHARAT ELECT,A ,Q,2868.00,2911.00,2797.75,2825.30,2825.30,2866.65,5616,27582,78646631.00,
500051,BHAG GAS    ,Z ,Q,1.00,1.00,1.00,1.00,1.00,0.96,5,371,371.00,
500052,BHANSALI ENG,B ,Q,14.55,14.55,14.55,14.55,14.55,15.00,2,199,2895.00,
500055,BHUSH STEEL ,A ,Q,91.50,91.50,88.05,88.45,88.45,90.75,975,31896,2834184.00,
500057,ABCIL       ,B ,Q,214.00,214.00,207.60,208.90,207.65,215.35,214,2153,453114.00,
500058,BIHAR SPONGE,T ,Q,3.00,3.20,3.00,3.05,3.05,3.10,26,5379,16577.00,
500059,BINANI IND. ,B ,Q,105.00,105.00,100.00,100.40,100.40,105.55,374,13399,1362186.00,
500060,BIRLA ERIC. ,T ,Q,67.00,69.40,67.00,67.40,67.25,69.05,120,10295,694953.00,
500067,BLUE STAR   ,B ,Q,322.15,324.55,312.50,320.00,320.00,327.45,286,2478,795675.00,
500068,DISA INDIA  ,B ,Q,4180.00,4240.00,4135.00,4152.40,4150.00,4225.00,20,133,553163.00,
500069,BNK CAPITAL ,B ,Q,53.80,53.80,50.10,51.90,51.90,52.10,79,3411,175083.00,
500074,BPL LTD.    ,B ,Q,31.05,32.55,29.30,29.75,29.75,31.85,6014,461345,14170159.00,
500078,CAMPH.& ALL ,B ,Q,281.00,281.00,265.00,265.25,265.25,270.75,245,9021,2463099.00,
500083,CENTURY EXT ,B ,Q,1.95,1.99,1.80,1.80,1.80,1.95,21,9434,18391.00,
500084,CESC LTD.   ,A ,Q,677.00,679.00,660.00,671.10,671.10,680.35,2864,33270,22262639.00,
500085,CHAMBAL FERT,B ,Q,60.70,60.90,58.35,59.80,59.80,61.45,1484,99103,5936097.00,
500086,EXIDE IND.  ,A ,Q,185.00,191.35,181.05,185.15,185.15,185.20,10722,671839,125672035.00,
500087,CIPLA LTD.  ,A ,Q,631.00,633.00,610.10,614.00,614.00,632.75,5283,100851,62460045.00,
500089,DIC INDIA   ,B ,Q,372.15,380.95,366.35,369.95,366.35,376.40,180,1452,537372.00,
500092,CRISIL LTD  ,A ,Q,1947.00,1955.00,1869.85,1897.25,1875.95,1960.15,479,1468,2812960.00,
500093,CROMPT.GREAV,A ,Q,185.00,186.00,178.15,179.00,179.00,187.60,6652,289081,52659045.00,
500096,DABUR (I)   ,A ,Q,234.95,234.95,222.20,224.50,225.10,232.35,1881,61208,13944038.00,
500097,DALMIASUG   ,B ,Q,23.20,23.95,22.00,23.00,23.00,23.45,116,3713,83463.00,
500101,ARVIND Ltd  ,A ,Q,279.90,279.90,260.20,262.50,262.50,281.30,10174,477870,128457942.00,
500102,BALARPUR IND,B ,Q,15.70,15.70,15.15,15.25,15.25,15.85,1103,263422,4064465.00,
500103,BHEL        ,A ,Q,270.00,270.95,259.70,261.00,261.00,273.15,7601,267934,71077434.00,
500104,HIND.PETRO  ,A ,Q,568.00,575.90,550.55,557.65,557.65,562.25,14076,258534,146498040.00,
500106,IFCI LTD    ,A ,Q,37.80,37.80,35.90,36.05,36.05,38.05,3315,844173,30933548.00,
500108,MAHA.TELE   ,B ,Q,27.30,28.15,26.50,26.80,26.80,27.35,6097,1089909,29898466.00,
500109,MRPL        ,A ,Q,48.45,48.45,46.90,47.00,47.20,48.65,1016,54659,2585865.00,
500110,CHENNAI PET.,B ,Q,73.50,73.50,70.10,70.50,70.50,74.25,1099,64562,4612953.00,
500111,REL.CAP.    ,A ,Q,498.80,498.80,473.00,476.85,476.85,503.80,27412,751683,364620388.00,
500112,STATE BANK  ,A ,Q,310.00,310.75,298.70,299.95,299.95,312.60,47077,2185348,665275974.00,
500113,STEEL AUTH. ,A ,Q,82.10,82.35,78.00,78.55,78.55,82.60,4922,514364,41074026.00,
500114,TITAN       ,A ,Q,385.80,385.80,370.50,372.60,372.60,385.15,2169,49225,18583549.00,
500116,IDBI BANK L ,A ,Q,75.70,75.70,71.45,71.90,71.90,76.05,6049,514622,37796501.00,
500117,DCW LTD.    ,B ,Q,17.70,18.40,17.20,17.40,17.40,18.00,1267,188661,3345357.00,
500119,DHAMPUR SUGA,B ,Q,43.55,45.85,43.05,44.05,44.05,44.00,1331,62713,2830720.00,
500120,DIAMINES&CHM,B ,Q,32.20,33.00,32.00,32.05,32.00,32.50,14,1834,59673.00,
500123,ELANTAS     ,B ,Q,1169.95,1169.95,1101.00,1118.35,1118.35,1151.20,976,9056,10141766.00,
500124,DR.REDDY'S  ,A ,Q,3137.00,3137.00,3060.00,3065.45,3065.45,3146.80,3653,18830,58052487.00,
500125,E.I.D.PAR   ,A ,Q,197.55,198.00,192.45,193.10,193.10,198.45,988,25092,4914474.00,
500126,MERCK LTD   ,B ,Q,835.85,835.85,810.40,813.10,814.15,834.85,1585,11622,9566346.00,
500128,ELEC.CASTING,B ,Q,18.45,18.70,18.20,18.30,18.25,18.70,429,72914,1340598.00,
500132,EMPEE SUGARS,B ,Q,4.08,4.08,3.82,3.83,3.82,3.82,12,800,3224.00,
500133,ESAB INDIA  ,B ,Q,666.00,669.00,652.05,656.55,659.00,674.60,293,552,364991.00,
