SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1320.00,1345.00,1282.20,1304.80,1304.80,1315.05,8705,61417,81075887.00,
500003,AEGIS LOGIS ,B ,Q,468.25,474.15,463.15,465.30,465.30,465.20,4690,69244,32367126.00,
500008,AMAR RAJA BA,A ,Q,748.00,757.00,739.65,741.95,741.95,741.20,1580,19839,14867932.00,
500009,A.SARABHAI  ,B ,Q,4.27,4.90,4.27,4.83,4.81,4.68,49,4333,20817.00,
500010,HDFC        ,A ,Q,1118.95,1122.00,1110.50,1114.40,1114.40,1111.45,2779,47554,53062462.00,
500012,ANDHRA PETRO,B ,Q,9.39,10.80,9.26,10.59,10.59,9.10,909,220970,2280328.00,
500013,ANSAL INFRAS,B ,Q,30.45,31.80,30.40,31.55,31.30,30.50,348,32070,1006043.00,
500014,APPLE FINANC,B ,Q,3.00,3.16,3.00,3.00,3.00,2.99,60,30768,94676.00,
500020,BOM DYEING  ,B ,Q,75.50,76.45,72.60,72.90,72.90,74.80,7428,825450,61814760.00,
500023,ASIANHOTNR  ,B ,Q,135.00,139.00,134.00,134.00,134.00,136.05,23,1059,143090.00,
500024,ASSAMCO     ,B ,Q,4.54,4.65,4.50,4.53,4.53,4.58,222,168628,767958.00,
500027,ATUL LTD.   ,A ,Q,1274.75,1352.00,1270.55,1282.15,1273.00,1258.80,2315,51929,68651311.00,
500028,ATV PROJECTS,T ,Q,3.51,3.64,3.51,3.63,3.64,3.69,75,14572,51482.00,
500029,AUTOLITE(I) ,B ,Q,37.50,37.50,35.50,35.80,36.70,37.50,22,852,30902.00,
500030,AUTORID.FIN ,B ,Q,0.77,0.78,0.77,0.77,0.77,0.81,18,5905,4550.00,
500031,BAJAJ ELECT.,A ,Q,217.25,221.95,215.40,216.20,216.20,218.45,3665,91362,19960823.00,
500032,BAJAJHIND.LT,B ,Q,20.50,20.70,20.00,20.20,20.20,20.35,1374,395865,8023161.00,
500033,FORCE MOTR  ,B ,Q,1295.00,1319.00,1275.00,1282.05,1282.05,1287.10,7857,120437,156535792.00,
500034,BAJFINANCE  ,A ,Q,3140.00,3220.00,3119.00,3192.75,3205.00,3120.85,632,1921,6097897.00,
500038,BALRAM.CHINI,A ,Q,57.00,58.80,56.20,57.90,57.90,56.80,2948,360622,20640979.00,
500039,BANCO PROD. ,B ,Q,171.40,171.40,165.25,166.85,165.25,169.45,302,6752,1141843.00,
500040,CENTURY TEXT,A ,Q,565.00,570.70,542.00,547.15,547.15,562.35,3753,109344,61392572.00,
500041,BANNARI AMAN,B ,Q,1250.00,1250.00,1204.00,1213.00,1215.00,1270.00,36,56,68462.00,
500042,BASF INDIA  ,B ,Q,1349.00,1364.00,1289.95,1302.95,1302.95,1332.35,2713,17250,23077043.00,
500043,BATA INDIA  ,A ,Q,1326.00,1345.00,1318.55,1331.35,1331.35,1326.75,1500,13615,18126600.00,
500048,BEML LTD    ,A ,Q,833.35,874.75,807.10,811.10,811.10,831.50,21623,311502,263606894.00,
500049,BHARAT ELECT,A ,Q,2919.00,3140.00,2840.00,2897.20,2897.20,2929.70,21069,98264,296544107.00,
500051,BHAG GAS    ,Z ,Q,0.92,0.92,0.92,0.92,0.92,0.92,2,4,3.00,
500052,BHANSALI ENG,B ,Q,14.40,14.40,13.20,14.40,14.40,13.70,54,11997,165341.00,
500055,BHUSH STEEL ,A ,Q,102.00,102.85,99.50,100.20,100.20,100.35,1350,56132,5679193.00,
500057,ABCIL       ,B ,Q,245.40,250.75,242.00,242.65,242.00,246.95,179,3245,793478.00,
500058,BIHAR SPONGE,T ,Q,2.95,3.17,2.95,2.95,2.95,3.09,21,1755,5257.00,
500059,BINANI IND. ,B ,Q,104.00,104.25,101.75,102.25,101.75,102.80,238,10345,1070325.00,
